transaction_id,user_id,amount,merchant_category,location,timestamp,device_type,user_age,account_age_days,transaction_count_24h,avg_transaction_amount,is_foreign_transaction,is_weekend,hour_of_day,is_fraud,day_of_week,month,is_month_end,is_month_start,time_since_last_transaction,transaction_count_7d,transaction_count_30d,amount_zscore,amount_percentile,amount_rolling_mean_7d,amount_rolling_std_7d,location_changed,device_changed,merchant_category_changed,risk_score,amount_x_transaction_count,amount_x_is_foreign,transaction_count_x_is_foreign,is_rush_hour,is_off_hours,avg_amount_ratio,transaction_velocity
TXN_006973,USER_1327,20.45,Online,DE,2025-11-08 19:24:06.081809,Mobile,41,3087,2,19.19,1,1,20,0,5,11,0,0,24.0,1.0,1.0,0.0,1.0,20.45,0.0,1,1,1,0.30000000000000004,40.9,20.45,2,0,0,1.0128776622090143,0.08298755186721991
TXN_002635,USER_3767,134.39,Online,CA,2025-03-02 13:07:05.787144,Desktop,19,495,2,17.45,0,0,16,0,6,3,0,1,24.0,1.0,1.0,0.9808856493396195,1.0,134.39,0.0,1,1,1,0.30000000000000004,268.78,0.0,0,0,0,7.284010840108401,0.08298755186721991
TXN_005243,USER_2625,73.44,Utilities,FR,2025-04-30 17:20:05.965879,POS,18,610,3,12.06,0,0,5,0,2,4,1,0,24.0,1.0,1.0,0.0,1.0,73.44,0.0,1,1,1,0.2,220.32,0.0,0,0,1,5.623277182235834,0.12448132780082986
TXN_006406,USER_2833,50.48,Entertainment,UK,2025-12-17 22:27:06.044099,Tablet,60,2633,2,5.82,0,0,1,0,2,12,0,0,508.0833696302778,3.0,3.0,-0.4507007295632903,0.6666666666666666,96.61333333333333,102.3591272595333,1,1,1,0.2,100.96,0.0,0,0,1,7.4017595307917885,0.003935587269325783
TXN_003719,USER_1952,175.61,Utilities,ES,2025-10-01 17:46:05.860575,POS,76,1018,1,39.71,0,0,14,0,2,10,0,1,6127.533235932222,2.0,2.0,0.5375421854948408,0.75,108.045,95.55133934173817,1,1,1,0.1,175.61,0.0,0,0,0,4.313682141979858,0.00016319514590658522
TXN_007676,USER_3025,13.43,Utilities,IT,2025-02-07 21:27:06.128551,Desktop,69,1209,2,14.01,1,0,7,0,4,2,0,0,24.0,1.0,1.0,-0.7071067811865476,0.5,13.43,0.0,1,1,1,0.30000000000000004,26.86,13.43,2,1,0,0.8947368421052632,0.08298755186721991
TXN_000266,USER_0278,64.58,Retail,NL,2025-06-21 03:19:05.626959,Desktop,38,1359,3,8.71,1,0,12,0,5,6,0,0,747.6499002138888,4.0,4.0,0.8878568430822994,0.8571428571428571,30.505,23.112707183134848,1,1,1,0.30000000000000004,193.74,64.58,3,0,0,6.650875386199793,0.004012036643725222
TXN_005999,USER_4964,30.55,Pharmacy,IT,2025-10-19 12:02:06.016927,Mobile,21,2989,2,295.13,1,1,19,0,6,10,0,0,3151.4666706333337,2.0,2.0,-0.7071067811865477,0.5,43.715,18.6181215486418,1,1,1,0.30000000000000004,61.1,30.55,2,1,0,0.10316415087968123,0.0006346050104655039
TXN_006945,USER_3543,52.76,Pharmacy,FR,2024-12-29 23:11:06.079988,Mobile,40,2819,2,267.04,0,0,3,0,6,12,1,0,24.0,1.0,1.0,0.0,1.0,52.76,0.0,1,1,1,0.2,105.52,0.0,0,0,1,0.19683629309058348,0.08298755186721991
TXN_005922,USER_4098,3.88,Restaurant,DE,2025-11-17 05:47:06.011632,Desktop,55,3256,3,17.02,1,0,22,0,0,11,0,0,446.016741765,5.0,5.0,-1.2943462185499792,0.2,47.3,33.54589319126858,0,1,1,0.30000000000000004,11.64,3.88,3,0,1,0.2153163152053274,0.006724697190540102
TXN_006928,USER_4953,7.8,Retail,FR,2025-02-23 19:31:06.078841,Desktop,71,3134,0,18.39,0,1,12,0,6,2,0,0,24.0,1.0,1.0,-1.4108067690571469,0.25,7.8,0.0,1,1,1,0.1,0.0,0.0,0,0,0,0.40226921093347084,0.0
TXN_008973,USER_1072,3.36,Travel,BE,2025-12-08 08:57:06.215636,POS,71,637,1,62.16,1,0,20,0,0,12,0,0,1200.2666847311111,3.0,3.0,-0.6846092794761466,0.3333333333333333,18.866666666666667,22.6503892534617,0,0,0,0.2,3.36,3.36,1,0,0,0.05319822672577581,0.0008330787689463455
TXN_003651,USER_2286,26.61,Restaurant,NL,2025-05-27 19:10:05.855938,POS,68,2169,3,494.94,1,0,20,0,1,5,1,0,409.5166989222222,4.0,4.0,-0.5799147120064615,0.5,62.385000000000005,61.69010590578256,1,1,1,0.30000000000000004,79.83,26.61,3,0,0,0.053655684155341374,0.007323920162174927
TXN_008766,USER_4739,10.48,Gas,US,2025-12-19 19:56:06.201623,Mobile,36,1128,5,42.61,0,0,21,0,4,12,0,0,6180.250034170278,4.0,4.0,-1.0906581412277567,0.25,37.02,24.333931042887418,1,0,1,0.1,52.400000000000006,0.0,0,0,0,0.24031185507911032,0.0008090156661606073
TXN_002836,USER_2455,25.26,Entertainment,US,2025-06-09 15:30:05.800705,ATM,50,1914,2,85.87,0,0,8,0,0,6,0,0,955.1333834247223,2.0,2.0,-0.7886426842374172,0.3333333333333333,34.725,13.385531367861343,1,1,1,0.1,50.52,0.0,0,1,0,0.29077932542880164,0.002093729171011129
TXN_001880,USER_4959,127.52,Online,NL,2025-02-24 16:02:05.736419,ATM,28,540,3,76.41,0,0,12,0,0,2,0,0,24.0,1.0,1.0,0.7071067811865475,1.0,127.52,0.0,1,1,1,0.30000000000000004,382.56,0.0,0,0,0,1.6473323859966413,0.12448132780082986
TXN_000607,USER_0922,14.22,Online,FR,2025-11-13 04:56:05.650300,POS,48,2535,1,38.4,0,1,15,0,3,11,0,0,5796.766653763056,2.0,2.0,-0.7071067811865475,0.5,73.65,84.04671201183305,1,1,1,0.1,14.22,0.0,0,0,0,0.36091370558375635,0.00017250698691694875
TXN_006855,USER_4140,34.9,Online,AU,2025-01-11 12:57:06.073888,POS,67,3579,3,8.04,1,0,3,0,5,1,0,0,24.0,1.0,1.0,0.0,1.0,34.9,0.0,1,1,1,0.4,104.69999999999999,34.9,3,0,1,3.860619469026549,0.12448132780082986
TXN_008194,USER_3292,29.23,Utilities,NL,2025-11-07 04:32:06.163411,Tablet,60,324,3,2.79,0,0,10,0,4,11,0,0,853.3333006852778,3.0,3.0,-0.41654624138370705,0.6666666666666666,37.90333333333333,20.822017993780843,1,1,1,0.1,87.69,0.0,0,0,0,7.712401055408971,0.0035152131954437477
TXN_006036,USER_4422,184.96,Entertainment,BE,2025-05-23 20:51:06.019419,Mobile,60,412,2,318.92,0,0,7,0,4,5,0,0,657.94994915,2.0,2.0,0.7071067811865475,1.0,121.54,89.6894241257017,1,0,1,0.30000000000000004,369.92,0.0,0,1,0,0.5781445361340335,0.0030392829641327237
TXN_000005,USER_0162,76.56,Entertainment,IT,2025-04-21 05:52:05.608307,POS,35,879,2,27.89,0,0,14,0,0,4,0,0,1050.4165300519444,3.0,3.0,-0.1868077599329788,0.75,115.73333333333333,118.01141230124031,1,1,1,0.1,153.12,0.0,0,0,0,2.6500519210799585,0.0019038253495174485
TXN_003541,USER_1289,9.54,Entertainment,DE,2025-06-16 16:59:05.848591,Mobile,72,1026,2,74.63,0,0,11,0,0,6,0,0,655.7333488877778,2.0,2.0,-1.0992088518717515,0.3333333333333333,31.49,31.041987694089435,0,1,1,0.0,19.08,0.0,0,0,0,0.12614042046806823,0.0030495552008628153
TXN_000447,USER_2278,11.39,Online,UK,2025-08-07 05:48:05.639159,Desktop,69,1110,2,40.22,0,0,19,0,3,8,0,0,24.0,1.0,1.0,0.0,1.0,11.39,0.0,1,1,1,0.1,22.78,0.0,0,1,0,0.2763221737020864,0.08298755186721991
TXN_002590,USER_2456,81.44,Utilities,IT,2025-02-05 22:04:05.784203,POS,21,1702,2,36.46,0,1,3,0,2,2,0,1,24.0,1.0,1.0,0.0,1.0,81.44,0.0,1,1,1,0.2,162.88,0.0,0,0,1,2.174052322477309,0.08298755186721991
TXN_004804,USER_4178,44.5,Restaurant,FR,2025-10-28 15:53:05.935919,Mobile,67,2618,0,16.56,0,0,9,0,1,10,1,0,2385.0666361630556,3.0,3.0,1.150579039123403,1.0,31.483333333333334,11.313144272629662,1,1,1,0.30000000000000004,0.0,0.0,0,1,0,2.5341685649202734,0.0
TXN_008525,USER_1607,98.79,Travel,UK,2025-07-01 05:22:06.185548,POS,50,1646,3,13.4,0,0,20,0,1,7,0,1,24.0,1.0,1.0,0.0,1.0,98.79,0.0,1,1,1,0.1,296.37,0.0,0,0,0,6.860416666666667,0.12448132780082986
TXN_006674,USER_2798,93.31,Grocery,NL,2025-07-18 06:44:06.061991,Mobile,72,2069,1,66.09,0,0,1,0,4,7,0,0,24.0,1.0,1.0,0.0,1.0,93.31,0.0,1,1,1,0.2,93.31,0.0,0,0,1,1.3908183037710538,0.04149377593360996
TXN_004709,USER_0125,165.88,Travel,FR,2025-06-02 16:53:05.929494,Mobile,49,488,4,34.57,0,0,4,0,0,6,0,1,24.0,1.0,1.0,0.9457873410882589,1.0,165.88,0.0,1,1,1,0.4,663.52,0.0,0,0,1,4.663480461062693,0.16597510373443983
TXN_005292,USER_1937,14.13,Utilities,CA,2025-04-05 18:46:05.969144,Mobile,33,1330,0,9.08,0,1,11,0,5,4,0,1,24.0,1.0,1.0,0.0,1.0,14.13,0.0,1,1,1,0.1,0.0,0.0,0,0,0,1.4017857142857144,0.0
TXN_007942,USER_3310,62.19,Online,NL,2025-09-03 09:07:06.146527,POS,34,743,2,49.46,1,0,15,0,2,9,0,1,2182.8000030030557,4.0,4.0,0.1991829720870619,0.8,62.375,50.05492283482216,1,1,1,0.30000000000000004,124.38,62.19,2,0,0,1.232461355529132,0.000916212376768777
TXN_005169,USER_2771,125.57,Gas,BE,2025-04-11 13:05:05.960892,ATM,21,3619,1,23.82,0,0,21,0,4,4,0,0,891.6999331658334,2.0,2.0,0.7071067811865476,1.0,92.445,46.845824253608775,1,1,1,0.30000000000000004,125.57,0.0,0,0,0,5.059226430298146,0.0011213277359755603
TXN_002450,USER_0016,66.76,Utilities,IT,2025-10-16 22:20:05.774644,Desktop,53,3267,1,10.14,0,0,18,0,3,10,0,0,241.3499633125,5.0,5.0,-0.1838727161846901,0.8,86.574,107.75932618571814,1,1,1,0.1,66.76,0.0,0,1,0,5.992818671454219,0.004141644862069149
TXN_005518,USER_4195,33.88,Gas,FR,2025-08-01 04:20:05.984438,Mobile,34,1042,0,9.62,0,0,22,0,4,8,0,1,24.0,1.0,1.0,0.7071067811865475,1.0,33.88,0.0,1,1,1,0.4,0.0,0.0,0,0,1,3.1902071563088517,0.0
TXN_006026,USER_0715,53.38,Utilities,IT,2025-05-14 07:43:06.018757,POS,48,471,0,21.69,0,0,11,0,2,5,0,0,8.516741569722221,3.0,3.0,0.6278675678645171,0.75,43.93,24.163135144264704,1,1,1,0.1,0.0,0.0,0,0,0,2.3525782282944028,0.0
TXN_001429,USER_4653,28.4,Utilities,CA,2025-12-02 00:16:05.705733,ATM,29,2569,2,13.21,0,0,21,0,1,12,0,1,5725.966672768333,3.0,3.0,-0.5207840428546493,0.6666666666666666,92.62,123.31407016232981,1,1,1,0.1,56.8,0.0,0,0,0,1.9985925404644613,0.0003492799008980237
TXN_004196,USER_0019,24.51,Travel,CA,2025-08-23 12:14:05.893110,POS,79,1795,1,25.26,0,0,2,0,5,8,0,0,24.0,1.0,1.0,-0.5130590688057337,0.6666666666666666,24.51,0.0,1,1,1,0.2,24.51,0.0,0,0,1,0.9333587204874334,0.04149377593360996
TXN_001604,USER_2388,8.51,Restaurant,ES,2025-09-28 04:58:05.717530,Desktop,25,2699,1,35.7,1,0,6,0,6,9,1,0,559.3998981063888,2.0,2.0,-0.7071067811865475,0.5,17.505,12.72085099354599,1,1,1,0.30000000000000004,8.51,8.51,1,0,0,0.2318801089918256,0.0017873104237989515
TXN_003987,USER_1672,86.54,Restaurant,US,2025-10-06 06:28:05.878966,Tablet,78,2538,3,119.13,1,1,12,0,0,10,0,0,266.23339828444443,3.0,3.0,-0.17723573914611102,0.5,130.36333333333334,74.11879406286461,1,1,1,0.30000000000000004,259.62,86.54,3,0,0,0.7203862482310831,0.011264077353137648
TXN_001651,USER_0831,15.92,Pharmacy,IT,2025-11-06 18:54:05.720825,Tablet,52,48,2,31.42,1,1,19,0,3,11,0,0,693.3499313383334,5.0,5.0,0.1700634709213186,0.6,14.558000000000002,8.008774562940324,1,1,0,0.30000000000000004,31.84,15.92,2,1,0,0.4910549043800123,0.002884130359837331
TXN_008480,USER_1102,68.85,Utilities,UK,2025-05-22 06:20:06.182620,Mobile,59,1019,0,14.77,1,0,4,0,3,5,0,0,24.0,1.0,1.0,0.9656299050979285,1.0,68.85,0.0,1,1,1,0.6,0.0,68.85,0,0,1,4.365884590995561,0.0
TXN_007455,USER_1798,20.12,Utilities,DE,2025-04-22 09:01:06.113869,Mobile,46,3006,4,41.7,0,0,15,0,1,4,0,0,24.0,1.0,1.0,-0.7071067811865476,0.5,20.12,0.0,1,1,1,0.1,80.48,0.0,0,0,0,0.4711943793911007,0.16597510373443983
TXN_002157,USER_4160,9.06,Gas,US,2025-10-26 01:46:05.754990,Tablet,30,247,2,65.38,0,0,21,0,6,10,1,0,375.4998577363889,3.0,3.0,-0.8160623562081005,0.3333333333333333,12.63,4.37466570151366,1,1,1,0.1,18.12,0.0,0,0,0,0.13648689364266348,0.005324815648369283
TXN_008966,USER_2478,5.55,Pharmacy,IT,2025-04-30 09:56:06.215170,Mobile,60,2180,4,88.52,0,0,23,0,2,4,1,0,24.0,1.0,1.0,0.0,1.0,5.55,0.0,1,1,1,0.2,22.2,0.0,0,0,1,0.06199731903485255,0.16597510373443983
TXN_001541,USER_4085,40.12,Retail,CA,2025-10-29 12:20:05.713332,POS,49,2137,1,14.86,0,0,22,0,2,10,1,0,288.76666204888886,2.0,2.0,-0.707106781186547,0.5,45.019999999999996,6.929646455628166,1,1,0,0.2,40.12,0.0,0,0,1,2.5296343001261032,0.003461804809551738
TXN_008778,USER_1460,22.84,Utilities,US,2025-12-27 15:57:06.202414,ATM,76,2731,2,142.6,1,1,9,0,5,12,1,0,24.0,1.0,1.0,0.0,1.0,22.84,0.0,1,1,1,0.30000000000000004,45.68,22.84,2,1,0,0.15905292479108635,0.08298755186721991
TXN_008208,USER_3990,61.65,Utilities,IT,2025-11-29 10:52:06.164358,Tablet,46,3295,4,8.28,1,0,9,0,5,11,1,0,339.05012595,3.0,3.0,-0.5433666066599235,0.6666666666666666,76.18,26.740693708279153,0,1,1,0.2,246.6,61.65,4,1,0,6.643318965517242,0.011794186980752321
TXN_002399,USER_1464,91.45,Grocery,DE,2025-11-08 02:59:05.771265,Desktop,52,1161,1,27.17,1,1,23,0,5,11,0,0,100.28332057055555,2.0,2.0,0.6913197064167163,1.0,69.255,31.38847001687085,1,1,1,0.6,91.45,91.45,1,0,1,3.2463613773517928,0.009961814316524216
TXN_007758,USER_4824,29.09,Online,NL,2025-09-02 06:27:06.134131,Desktop,71,499,2,40.3,1,1,17,0,1,9,0,1,24.0,1.0,1.0,-0.7071067811865477,0.5,29.09,0.0,1,1,1,0.30000000000000004,58.18,29.09,2,1,0,0.7043583535108959,0.08298755186721991
TXN_006018,USER_1220,43.33,Utilities,UK,2025-02-23 05:33:06.018226,POS,57,458,4,10.29,1,0,15,0,6,2,0,0,24.0,1.0,1.0,-1.1879769641842035,0.25,43.33,0.0,1,1,1,0.30000000000000004,173.32,43.33,4,0,0,3.837909654561559,0.16597510373443983
TXN_000107,USER_1244,14.26,Other,ES,2025-08-30 04:05:05.615756,Mobile,43,859,3,17.07,0,0,3,0,5,8,1,0,24.0,1.0,1.0,-0.7071067811865476,0.5,14.26,0.0,1,1,1,0.2,42.78,0.0,0,0,1,0.789153292750415,0.12448132780082986
TXN_001132,USER_0564,63.83,Other,FR,2025-09-25 13:02:05.685739,POS,58,2693,1,28.52,0,0,4,0,3,9,0,0,1277.7333057283333,3.0,3.0,0.18104821881100275,0.6666666666666666,57.81999999999999,33.19557651254154,0,1,1,0.1,63.83,0.0,0,0,1,2.1622628726287263,0.0007825746875724333
TXN_002491,USER_4004,42.01,Entertainment,CA,2025-11-07 01:56:05.777442,Tablet,18,11,1,99.11,0,0,7,0,4,11,0,0,1319.6833550975,3.0,3.0,0.7147130759711813,1.0,28.24666666666667,19.25714499434777,1,1,0,0.44999999999999996,42.01,0.0,0,1,0,0.41963839776246126,0.0007577001150511739
TXN_000108,USER_3041,8.41,Retail,CA,2025-09-12 11:40:05.615824,POS,34,662,0,25.78,0,0,10,0,4,9,0,0,4574.699926159166,3.0,3.0,-0.7317054444682447,0.3333333333333333,27.156666666666666,25.620510013138563,1,1,1,0.1,0.0,0.0,0,0,0,0.3140403286034354,0.0
TXN_001477,USER_0053,8.93,Travel,ES,2025-01-22 05:06:05.708924,POS,78,663,1,352.72,0,1,4,0,2,1,0,0,24.0,1.0,1.0,-0.5806036903632027,0.3333333333333333,8.93,0.0,1,1,1,0.2,8.93,0.0,0,0,1,0.025245957254325452,0.04149377593360996
TXN_003906,USER_0623,48.45,Grocery,UK,2025-05-11 11:25:05.873380,Desktop,40,289,4,47.55,0,0,6,0,6,5,0,0,24.0,1.0,1.0,-0.06102275289701521,0.6,48.45,0.0,1,1,1,0.1,193.8,0.0,0,0,0,0.9979402677651906,0.16597510373443983
TXN_008078,USER_4110,10.75,Travel,CA,2025-04-11 07:35:06.155619,POS,65,262,2,2.04,0,0,20,0,4,4,0,0,24.0,1.0,1.0,0.061177717893121375,0.5,10.75,0.0,1,1,1,0.1,21.5,0.0,0,0,0,3.536184210526316,0.08298755186721991
TXN_003489,USER_1329,51.37,Other,ES,2025-02-11 11:59:05.844954,ATM,78,1496,6,36.14,0,0,19,0,1,2,0,0,24.0,1.0,1.0,0.0,1.0,51.37,0.0,1,1,1,0.25,308.21999999999997,0.0,0,1,0,1.383144857296715,0.24896265560165973
TXN_004179,USER_4878,7.05,Pharmacy,DE,2025-12-06 15:37:05.891941,Tablet,24,3303,3,13.65,0,1,9,0,5,12,0,0,619.8166799863889,4.0,4.0,-1.0201778748951806,0.25,72.27,63.9300278950875,1,1,1,0.1,21.15,0.0,0,1,0,0.4812286689419795,0.00483936002506961
TXN_002113,USER_3111,21.56,Other,NL,2025-03-15 18:08:05.752071,Tablet,19,2298,3,73.01,0,1,22,0,5,3,0,0,24.0,1.0,1.0,-0.5431460439813985,0.6666666666666666,21.56,0.0,1,1,1,0.2,64.67999999999999,0.0,0,0,1,0.29131198486690985,0.12448132780082986
TXN_000769,USER_1377,1.2,Retail,AU,2025-08-11 02:00:05.661347,ATM,74,1888,2,167.18,1,0,20,0,0,8,0,0,341.49991059527775,4.0,4.0,-0.8164588416017144,0.25,51.03999999999999,61.04410591258313,1,1,1,0.30000000000000004,2.4,1.2,2,0,0,0.007135212272565109,0.005854802469107109
TXN_001122,USER_2656,10.46,Pharmacy,NL,2025-01-20 08:52:05.685092,Mobile,34,2265,1,43.03,1,0,18,0,0,1,0,0,23.549967333333335,2.0,2.0,-0.7071067811865475,0.5,57.209999999999994,66.11448404094219,1,1,1,0.30000000000000004,10.46,10.46,1,1,0,0.23756529638882581,0.04228335650132398
TXN_007426,USER_0375,141.64,Entertainment,ES,2025-09-22 21:52:06.111889,POS,34,3295,1,35.58,0,0,9,0,0,9,0,0,444.0167481927778,2.0,2.0,0.9153741434716801,1.0,92.66499999999999,69.26110921722233,1,1,1,0.30000000000000004,141.64,0.0,0,1,0,3.872061235647895,0.0022516601863569663
TXN_006635,USER_1716,13.96,Retail,CA,2025-10-31 07:06:06.059297,Desktop,42,1018,1,17.98,0,0,17,0,4,10,1,0,28.766626929444445,5.0,5.0,-0.8386586780282296,0.2,32.726,22.376206783098873,1,0,1,0.1,13.96,0.0,0,1,0,0.7355110642781876,0.03464208002009348
TXN_008223,USER_1387,30.62,Gas,BE,2025-05-11 13:04:06.165374,Desktop,30,2482,2,38.33,1,0,17,0,6,5,0,0,24.0,1.0,1.0,-0.33199850475843823,0.6666666666666666,30.62,0.0,1,1,1,0.30000000000000004,61.24,30.62,2,1,0,0.7785405542842614,0.08298755186721991
TXN_004573,USER_1405,92.94,Online,ES,2025-11-28 01:34:05.919480,Desktop,37,1294,3,34.5,0,0,10,0,4,11,1,0,7070.899901003056,3.0,3.0,-0.0026233967503191736,0.6666666666666666,93.13,72.42518691725967,1,1,1,0.1,278.82,0.0,0,0,0,2.6180281690140843,0.0004242681434028072
TXN_008025,USER_4106,15.3,Other,FR,2025-10-14 05:08:06.152103,POS,58,3072,1,140.44,1,0,6,0,1,10,0,0,5.61676133111111,3.0,3.0,-0.5771254668512875,0.5,23.576666666666668,16.33196354800406,1,1,1,0.30000000000000004,15.3,15.3,1,0,0,0.10817307692307693,0.17492421706638572
TXN_001395,USER_0462,78.18,Other,US,2024-12-28 22:05:05.703443,Tablet,38,1747,2,39.27,0,0,17,0,5,12,1,0,24.0,1.0,1.0,1.0991572764511712,1.0,78.18,0.0,1,1,1,0.30000000000000004,156.36,0.0,0,1,0,1.9413955798361062,0.08298755186721991
TXN_000596,USER_3338,31.79,Pharmacy,NL,2025-06-28 03:53:05.649583,Mobile,64,2647,2,94.56,0,1,11,0,5,6,1,0,545.6165410961111,4.0,4.0,-0.08159899631053526,0.8333333333333334,39.7875,43.75963922383273,1,1,1,0.1,63.58,0.0,0,0,0,0.3326705734616994,0.00366490631928227
TXN_008610,USER_4290,14.18,Other,BE,2025-02-15 15:38:06.191079,Tablet,21,2479,2,24.54,0,1,21,0,5,2,0,0,24.0,1.0,1.0,-0.7071067811865475,0.5,14.18,0.0,1,1,1,0.1,28.36,0.0,0,0,0,0.5552075176194206,0.08298755186721991
TXN_008413,USER_0947,101.06,Utilities,NL,2025-12-09 05:04:06.178057,POS,53,2199,4,32.06,0,1,16,0,1,12,0,0,6851.533336108889,3.0,3.0,0.8588605433198362,1.0,57.873333333333335,50.28367760350603,1,0,1,0.30000000000000004,404.24,0.0,0,0,0,3.05686630369026,0.0005838024021103908
TXN_006935,USER_4525,20.09,Entertainment,UK,2025-03-21 03:02:06.079310,Mobile,38,2763,2,41.44,0,0,9,0,4,3,0,0,1730.783328425278,2.0,2.0,-0.35874580697514236,0.75,14.14,8.414570696119915,1,1,1,0.1,40.18,0.0,0,1,0,0.4733741753063148,0.0011554793827840257
TXN_002322,USER_0451,250.53,Travel,BE,2025-12-19 14:59:05.766089,ATM,62,1249,2,44.54,0,1,8,0,4,12,0,0,24.0,1.0,1.0,0.0,1.0,250.53,0.0,1,1,1,0.1,501.06,0.0,0,1,0,5.501317523056653,0.08298755186721991
TXN_006827,USER_2669,16.41,Retail,IT,2025-09-10 06:04:06.072056,Tablet,46,302,3,108.33,0,1,20,0,2,9,0,0,1099.0834451986111,3.0,3.0,-0.5894618577129309,0.5,22.44333333333333,17.603321656248102,1,1,1,0.1,49.230000000000004,0.0,0,0,0,0.1500960395133998,0.0027292987472695525
TXN_006349,USER_1883,10.02,Pharmacy,FR,2025-06-26 15:02:06.040266,Mobile,32,2046,4,302.91,0,0,23,0,3,6,1,0,24.0,1.0,1.0,0.0,1.0,10.02,0.0,1,1,1,0.2,40.08,0.0,0,0,1,0.03297028725609555,0.16597510373443983
TXN_004392,USER_2935,147.85,Grocery,AU,2025-06-27 13:38:05.907067,Desktop,41,26,2,9.5,0,0,6,0,4,6,1,0,39.55004075888889,3.0,3.0,1.3201215049269899,1.0,78.36333333333333,68.36885353238954,1,1,1,0.44999999999999996,295.7,0.0,0,0,0,14.08095238095238,0.050441310064772954
TXN_002617,USER_1516,220.22,Utilities,US,2025-02-14 18:36:05.785971,Tablet,41,634,1,3.46,1,1,8,0,4,2,0,0,24.0,1.0,1.0,1.8763141857078693,1.0,220.22,0.0,1,1,1,0.5,220.22,220.22,1,1,0,49.37668161434978,0.04149377593360996
TXN_003033,USER_1593,22.09,Entertainment,US,2025-10-03 21:01:05.814022,ATM,74,2509,3,93.21,1,1,23,0,4,10,0,1,6312.733276628333,2.0,2.0,-0.7071067811865476,0.5,121.46000000000001,140.53040169301445,1,1,1,0.4,66.27,22.09,3,0,1,0.2344761702579344,0.0004752224347674031
